empid,firstname,lastname,startdate,exitdate,title,supervisor,ademail,businessunit,employeeclassificationtype,terminationdescription,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,current_employee_rating,department_type_id,performance_id,termination_type_id,employee_status_id,employee_type_id,payzone_name_id,age,department_id,department_name,employee_status_type,employee_type,payzone_id,payzone_name,performance_score,termination_type,age_range,performance_score_decoded,tenure,tenure_in_years
1769,Rashad,Randall,2023-03-07,2023-04-27,Production Technician I,Bryan Harvey,rashad.randall@bilearner.com,PL,Temporary,State voice performance crime.,Engineers,1974-04-29,MA,Technician,Male,83360,Hispanic,Widowed,3,13,2,4,3,2,1,51,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Resignation,50s-60s,2,51,0.13972602739726028
1809,Nathalia,Good,2022-12-19,2023-05-19,Production Technician I,John Jordan,nathalia.good@bilearner.com,MSC,Part-Time,Simply national production language.,Yard (Material Handling),1966-11-24,MA,Supervisor,Female,21417,Other,Divorced,3,13,2,3,3,2,3,58,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Involuntary,50s-60s,2,151,0.4136986301369863
1475,Miles,Gill,2023-01-17,2023-05-21,Production Technician II,Michelle Webb,miles.gill@bilearner.com,TNS,Temporary,Teacher style heart so. Answer Mr that.,Wireline Construction,1993-08-19,MA,Laborer,Male,86113,Other,Married,3,13,4,4,3,3,2,32,13,Production       ,Active,Full-Time,2,Zone A,Exceeds,Resignation,30s-40s,3,124,0.33972602739726027
1480,Elena,Gilmore,2019-01-18,2025-10-06,Production Technician I,Eric Oliver,elena.gilmore@bilearner.com,MSC,Part-Time,,Shop (Fleet),1994-04-27,MA,Mechanic,Male,77316,Black,Married,3,13,3,1,3,1,1,31,13,Production       ,Active,Part-Time,1,Zone B,Needs Improvement,Unk,30s-40s,1,2453,6.720547945205479
1513,Holly,Taylor,2019-12-21,2025-10-06,Production Technician II,Carol Knapp,holly.taylor@bilearner.com,PL,Temporary,,General - Eng,1993-10-03,MA,Engineer,Male,75433,Other,Widowed,3,13,2,1,3,2,3,31,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,30s-40s,2,2116,5.7972602739726025
1514,Hadassah,Blackburn,2022-07-15,2025-10-06,Production Technician II,Alan Anderson,hadassah.blackburn@bilearner.com,PYZ,Part-Time,,Splicing,1983-12-05,MA,Manager,Male,22316,Hispanic,Widowed,3,13,2,1,3,2,3,41,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,1179,3.23013698630137
1515,Shaylee,Hall,2018-09-26,2025-10-06,Production Technician II,Catherine Durham,shaylee.hall@bilearner.com,SVG,Part-Time,,General - Con,1997-04-18,MA,Laborer,Female,96974,Other,Married,3,13,2,1,3,3,1,28,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,2567,7.032876712328767
1517,Leyla,Davila,2021-12-02,2022-04-25,Production Technician II,Deborah Clark,leyla.davila@bilearner.com,WBL,Part-Time,From through each buy.,Splicing,1986-03-05,MA,Splicer,Male,4704,White,Married,3,13,2,3,3,3,3,39,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Involuntary,30s-40s,2,144,0.39452054794520547
2024,Yair,Snyder,2021-07-06,2022-03-14,Production Technician II,Troy Price,yair.snyder@bilearner.com,EW,Full-Time,Range create to drive.,Field Operations,1991-03-25,MA,Coordinator,Female,5063,Asian,Single,3,13,2,2,3,3,3,34,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Retirement,30s-40s,2,251,0.6876712328767123
2025,Shamar,Herman,2021-01-29,2023-02-12,Production Technician II,Jason Johnson,shamar.herman@bilearner.com,MSC,Temporary,Form prepare beat focus direction marriage.,Field Operations,1975-04-11,MA,Laborer,Female,90678,Asian,Single,3,13,2,4,3,1,3,50,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Resignation,50s-60s,2,744,2.0383561643835617
2109,Zain,Tanner,2021-02-23,2025-10-06,Production Technician I,Jeremiah Harper,zain.tanner@bilearner.com,BPC,Part-Time,,Field Operations,1988-11-22,MA,Tower Hand,Female,51689,Other,Divorced,5,13,4,1,3,1,3,36,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Unk,30s-40s,3,1686,4.619178082191781
2840,Jordon,Wyatt,2023-04-26,2023-05-19,Production Technician I,Yvonne Reilly,jordon.wyatt@bilearner.com,NEL,Part-Time,From continue left eye.,Fielders,2000-04-29,MA,Engineer,Male,74671,Hispanic,Divorced,2,13,2,5,3,2,1,25,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Voluntary,25s-30s,2,23,0.06301369863013699
2450,Vivian,Bright,2022-08-18,2022-09-24,Production Manager,Angela Chapman,vivian.bright@bilearner.com,TNS,Part-Time,Prove group type several wife those question.,Aerial,1996-10-15,MA,Lineman,Male,73413,Asian,Single,1,13,2,4,3,3,2,28,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Resignation,25s-30s,2,37,0.10136986301369863
2306,Ayanna,Lutz,2020-10-21,2023-05-14,Network Engineer,Thomas Whitaker,ayanna.lutz@bilearner.com,CCDR,Full-Time,Think network make manager.,Project Management - Con,1999-11-06,MA,Technician,Male,91517,Hispanic,Married,1,13,2,4,3,1,1,25,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Resignation,25s-30s,2,935,2.5616438356164384
2308,Asia,Rivers,2022-05-24,2022-10-13,Data Analyst,Matthew Tucker,asia.rivers@bilearner.com,EW,Full-Time,Where vote relate expect executive game seem.,Field Operations,1999-05-09,MA,Coordinator,Male,20854,Other,Divorced,5,13,2,2,3,3,2,26,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Retirement,25s-30s,2,142,0.38904109589041097
3013,Deja,Ritter,2019-05-18,2025-10-06,Production Technician I,Misty Preston,deja.ritter@bilearner.com,CCDR,Full-Time,,Splicing,1982-03-25,MA,Splicer,Female,35422,Asian,Widowed,1,13,1,1,3,3,3,43,13,Production       ,Active,Full-Time,3,Zone C,PIP,Unk,40s-50s,0,2333,6.391780821917808
2369,Maximilian,Moyer,2021-10-19,2022-09-10,Network Engineer,Nicole Sosa,maximilian.moyer@bilearner.com,SVG,Full-Time,Window paper dark power knowledge must current.,Field Operations,1987-09-16,MA,Engineer,Male,59893,Other,Divorced,5,13,2,2,3,1,1,37,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Retirement,30s-40s,2,326,0.8931506849315068
2372,Junior,York,2019-08-05,2021-12-06,Data Analyst,Lisa Davis,junior.york@bilearner.com,CCDR,Part-Time,Skin none party discover fact low buy ok.,Field Operations,1992-03-10,MA,Driller,Female,61932,Hispanic,Single,2,13,2,3,3,3,2,33,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Involuntary,30s-40s,2,854,2.33972602739726
2376,Erica,Sloan,2023-04-09,2023-06-03,Production Manager,Jamie Simon,erica.sloan@bilearner.com,CCDR,Temporary,Move story heavy list image arrive today.,Field Operations,1983-10-10,MA,Technician,Female,2573,Asian,Divorced,4,13,2,3,3,3,2,41,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Involuntary,40s-50s,2,55,0.1506849315068493
2383,Danny,Thomas,2020-02-02,2025-10-06,Production Manager,Robert Wolfe,danny.thomas@bilearner.com,NEL,Full-Time,,Field Operations,1973-04-08,MA,Laborer,Male,87927,Asian,Widowed,4,13,2,1,3,3,2,52,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,2073,5.67945205479452
3215,Jason,Woodson,2020-01-25,2025-10-06,Production Technician II,Jeffery Patterson,jason.woodson@bilearner.com,SVG,Part-Time,,General - Sga,1973-06-03,MA,Administrator,Male,1810,White,Divorced,3,13,2,1,3,2,2,52,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,50s-60s,2,2081,5.701369863013698
3216,Janine,Purinton,2021-08-16,2025-10-06,Production Technician I,Margaret Murphy MD,janine.purinton@bilearner.com,MSC,Temporary,,Fielders,1972-02-28,MA,Engineer,Female,2474,Other,Divorced,5,13,2,1,3,1,2,53,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,1512,4.142465753424657
3218,Spencer,Cole,2018-09-04,2025-10-06,Production Technician I,Michael Kelly,spencer.cole@bilearner.com,SVG,Part-Time,,Field Operations,1971-07-13,MA,Laborer,Male,1880,Other,Widowed,5,13,2,1,3,3,3,54,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,50s-60s,2,2589,7.093150684931507
3219,Luisa,Monterro,2019-09-20,2025-10-06,Production Technician II,Kelly Hudson,luisa.monterro@bilearner.com,PL,Full-Time,,Executive,2000-08-16,MA,Administrator,Female,2126,Black,Widowed,3,13,2,1,3,3,1,25,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,2208,6.049315068493151
3220,Sandy,Mckenna,2023-07-24,2025-10-06,Production Technician I,Brittney Collins,sandy.mckenna@bilearner.com,SVG,Full-Time,,Field Operations,1980-10-11,MA,Tower Hand,Female,2184,Other,Divorced,1,13,2,1,3,1,2,44,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,805,2.2054794520547945
3225,Saniya,Bradley,2021-06-07,2023-06-23,Production Technician I,Emily Rodriguez,saniya.bradley@bilearner.com,EW,Part-Time,Environmental region affect have it.,General - Con,1977-07-29,MA,Foreman,Female,8088,White,Divorced,3,13,2,2,3,2,1,48,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Retirement,40s-50s,2,746,2.043835616438356
3226,Drake,Ashley,2019-01-20,2025-10-06,Production Technician I,James Hamilton,drake.ashley@bilearner.com,MSC,Full-Time,,General - Eng,1988-12-31,MA,Technician,Female,50972,Black,Married,4,13,2,1,3,2,1,36,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,2451,6.715068493150685
3252,Edward,Chung,2023-03-14,2025-10-06,Production Technician I,Sarah Cannon,edward.chung@bilearner.com,NEL,Part-Time,,Shop (Fleet),1993-11-02,MA,Mechanic,Female,29287,Black,Divorced,4,13,1,1,3,3,2,31,13,Production       ,Active,Full-Time,2,Zone A,PIP,Unk,30s-40s,0,937,2.5671232876712327
3276,Catherine,Anthony,2021-01-25,2025-10-06,Production Technician I,Joshua Lee,catherine.anthony@bilearner.com,CCDR,Temporary,,Engineers,1996-11-20,MA,Project Manager,Male,83059,Asian,Divorced,2,13,2,1,3,2,2,28,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,25s-30s,2,1715,4.698630136986301
3277,Wade,Beltran,2023-06-16,2023-06-24,Production Technician II,Darlene Garcia,wade.beltran@bilearner.com,NEL,Temporary,Personal fear indeed rest also.,Aerial,1980-05-21,MA,Foreman,Female,86836,Hispanic,Married,5,13,2,2,3,1,1,45,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Retirement,40s-50s,2,8,0.021917808219178082
3279,Jonas,Everett,2019-01-23,2020-11-24,Production Technician II,Katrina Davis,jonas.everett@bilearner.com,BPC,Full-Time,Market public task none past spend.,Engineers,1994-01-31,MA,Project Manager,Male,53530,Black,Married,5,13,2,3,3,3,2,31,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Involuntary,30s-40s,2,671,1.8383561643835618
1869,Salma,Blackwell,2019-11-11,2025-10-06,Production Technician I,Robert Adams,salma.blackwell@bilearner.com,PYZ,Temporary,,Catv,1982-01-25,MA,Foreman,Female,70511,Asian,Married,3,13,4,1,3,1,3,43,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Unk,40s-50s,3,2156,5.906849315068493
1399,Helen,Billis,2023-06-15,2025-10-06,Production Technician I,Mrs. Sabrina Reed,helen.billis@bilearner.com,BPC,Full-Time,,General - Con,1977-12-15,MA,Foreman,Female,2031,Other,Widowed,3,13,3,1,3,1,3,47,13,Production       ,Active,Part-Time,3,Zone C,Needs Improvement,Unk,40s-50s,1,844,2.3123287671232875
1401,Hong,Pham,2019-01-04,2025-10-06,Production Technician I,Michael Holland,hong.pham@bilearner.com,PL,Part-Time,,Splicing,1967-08-17,MA,Lineman,Male,2451,White,Single,3,13,4,1,3,2,1,58,13,Production       ,Active,Contract,1,Zone B,Exceeds,Unk,50s-60s,3,2467,6.758904109589041
1402,Linda,Bachiochi,2021-09-10,2025-10-06,Production Technician I,Kirk Brooks,linda.bachiochi@bilearner.com,MSC,Full-Time,,General - Sga,1988-10-12,MA,Technician,Female,1902,White,Divorced,3,13,4,1,3,3,1,36,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,30s-40s,3,1487,4.073972602739726
1405,Shana,Petingill,2018-12-08,2022-06-11,Production Technician II,Lisa Peters,shana.petingill@bilearner.com,PL,Temporary,President TV note reach bad.,Field Operations,1977-03-30,MA,Construction Manager,Female,2050,Other,Single,3,13,4,3,3,1,2,48,13,Production       ,Active,Part-Time,2,Zone A,Exceeds,Involuntary,40s-50s,3,1281,3.5095890410958903
1406,Jennifer,Cloninger,2022-10-25,2025-10-06,Production Technician II,Gloria Yang,jennifer.cloninger@bilearner.com,PYZ,Full-Time,,General - Con,1982-11-10,MA,Flagger,Female,1752,Asian,Single,3,13,4,1,3,1,2,42,13,Production       ,Active,Part-Time,2,Zone A,Exceeds,Unk,40s-50s,3,1077,2.9506849315068493
1407,Elias,Robinson,2023-04-04,2025-10-06,Production Technician I,Stephanie Kelly,elias.robinson@bilearner.com,TNS,Temporary,,General - Sga,1983-03-30,MA,Administrative,Male,1730,Hispanic,Married,3,13,4,1,3,3,1,42,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,40s-50s,3,916,2.5095890410958903
1408,Libby,Fidelia,2021-03-17,2025-10-06,Production Technician I,Dr. Michael Melendez,libby.fidelia@bilearner.com,PL,Part-Time,,Field Operations,1980-12-03,MA,Supervisor,Female,2155,Other,Single,3,13,4,1,3,2,1,44,13,Production       ,Active,Contract,1,Zone B,Exceeds,Unk,40s-50s,3,1664,4.558904109589041
3283,Iris,Reynolds,2020-07-21,2025-10-06,Production Technician II,Vanessa Garrison,iris.reynolds@bilearner.com,MSC,Part-Time,,Wireline Construction,1988-08-13,MA,Lineman,Female,16989,Hispanic,Married,3,13,2,1,3,2,1,37,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,1903,5.213698630136986
1411,Makenna,Rojas,2019-07-02,2025-10-06,Production Technician I,Joshua Gregory,makenna.rojas@bilearner.com,EW,Part-Time,,Aerial,1980-05-26,MA,Foreman,Female,78612,Hispanic,Married,3,13,4,1,3,1,3,45,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Unk,40s-50s,3,2288,6.2684931506849315
2752,Adeel,Osturnka,2022-10-21,2023-05-09,Production Technician I,Laura Rodriguez,adeel.osturnka@bilearner.com,TNS,Temporary,Finish something start activity full professor.,General - Con,1976-05-28,MA,Flagger,Male,2478,Hispanic,Divorced,4,13,2,3,3,1,2,49,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Involuntary,40s-50s,2,200,0.547945205479452
2753,Lisa,Cornett,2023-01-13,2023-05-24,Production Technician I,Joshua Smith,lisa.cornett@bilearner.com,CCDR,Part-Time,Traditional stay important save box.,Field Operations,1984-06-11,MA,Driver,Female,2189,Black,Widowed,4,13,2,5,3,2,1,41,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Voluntary,40s-50s,2,131,0.3589041095890411
3308,Alyvia,Mitchell,2022-06-10,2025-10-06,Production Technician I,Mary Kent,alyvia.mitchell@bilearner.com,BPC,Temporary,,General - Sga,1998-11-22,MA,Administrative,Female,70865,Black,Married,3,13,2,1,3,2,3,26,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,25s-30s,2,1214,3.326027397260274
1434,Ayla,Roberts,2018-12-30,2023-03-30,Production Technician I,Desiree Martinez,ayla.roberts@bilearner.com,EW,Part-Time,Brother work amount rock newspaper.,Splicing,1986-12-28,MA,Splicer,Female,88408,White,Divorced,3,13,4,5,3,1,3,38,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Voluntary,30s-40s,3,1551,4.249315068493151
1435,Isai,Mcfarland,2021-07-30,2025-10-06,Production Technician I,Allison Sanders,isai.mcfarland@bilearner.com,MSC,Temporary,,Field Operations,1998-11-29,MA,Laborer,Female,70770,Hispanic,Single,3,13,4,1,3,2,3,26,13,Production       ,Active,Contract,3,Zone C,Exceeds,Unk,25s-30s,3,1529,4.189041095890411
1436,Brent,Dominguez,2022-10-28,2025-10-06,Production Technician I,Kimberly Meyer,brent.dominguez@bilearner.com,TNS,Temporary,,Field Operations,1989-05-27,MA,Laborer,Male,35871,Hispanic,Married,3,13,3,1,3,3,3,36,13,Production       ,Active,Full-Time,3,Zone C,Needs Improvement,Unk,30s-40s,1,1074,2.9424657534246577
1437,Lorena,Graves,2020-10-29,2025-10-06,Production Technician I,James Kennedy,lorena.graves@bilearner.com,PYZ,Temporary,,Project Management - Con,1996-06-25,MA,Manager,Male,13357,Asian,Single,3,13,4,1,3,2,3,29,13,Production       ,Active,Contract,3,Zone C,Exceeds,Unk,25s-30s,3,1803,4.93972602739726
1438,Lucian,Mora,2023-03-17,2023-03-22,Production Technician I,Brianna Coleman,lucian.mora@bilearner.com,WBL,Part-Time,Order risk think. North born would might.,Field Operations,1977-12-16,MA,Foreman,Male,51453,Asian,Married,3,13,4,5,3,2,1,47,13,Production       ,Active,Contract,1,Zone B,Exceeds,Voluntary,40s-50s,3,5,0.0136986301369863
1439,Dangelo,Gould,2022-07-20,2023-04-26,Production Technician I,Daniel Mason,dangelo.gould@bilearner.com,NEL,Temporary,Establish go so someone might none stop citizen.,General - Con,1988-01-24,MA,Laborer,Female,76246,Asian,Widowed,3,13,3,5,3,3,2,37,13,Production       ,Active,Full-Time,2,Zone A,Needs Improvement,Voluntary,30s-40s,1,280,0.7671232876712328
1440,Humberto,Horn,2023-08-04,2025-10-06,Production Technician I,Tommy Green,humberto.horn@bilearner.com,PL,Temporary,,Field Operations,1997-02-21,MA,Driver,Female,57866,Hispanic,Single,3,13,3,1,3,1,2,28,13,Production       ,Active,Part-Time,2,Zone A,Needs Improvement,Unk,25s-30s,1,794,2.175342465753425
3309,Lillie,Potter,2020-10-18,2025-10-06,Production Technician I,Kelly Brown,lillie.potter@bilearner.com,CCDR,Part-Time,,Finance & Accounting,2000-04-17,MA,Assistant,Female,24730,White,Single,1,13,2,1,3,1,1,25,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,1814,4.96986301369863
3310,George,Fritz,2022-02-02,2023-02-04,Production Technician I,Sheryl Austin,george.fritz@bilearner.com,SVG,Part-Time,Course appear wait police car.,Executive,1975-07-25,MA,Vp,Female,53426,Asian,Married,3,13,2,2,3,1,1,50,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Retirement,50s-60s,2,367,1.0054794520547945
3311,William,Avila,2021-06-17,2021-12-03,Production Technician I,Christina Kennedy,william.avila@bilearner.com,EW,Temporary,Ready image offer. According and reveal land.,Field Operations,1974-03-12,MA,Project Manager,Female,15819,Black,Widowed,4,13,2,2,3,2,2,51,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Retirement,50s-60s,2,169,0.46301369863013697
3337,Jorge,Pineda,2022-08-26,2025-10-06,Production Technician I,Michael Avery,jorge.pineda@bilearner.com,WBL,Part-Time,,Engineers,1973-01-29,MA,Project Manager,Female,12948,Black,Single,3,13,2,1,3,3,2,52,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,1137,3.115068493150685
3362,Tony,Cooke,2021-08-02,2025-10-06,Production Technician I,Linda Gonzales,tony.cooke@bilearner.com,EW,Temporary,,Field Operations,1967-11-10,MA,Laborer,Female,90552,Asian,Widowed,1,13,4,1,3,3,3,57,13,Production       ,Active,Full-Time,3,Zone C,Exceeds,Unk,50s-60s,3,1526,4.1808219178082195
2754,Louis,Punjabhi,2020-04-05,2025-10-06,Production Technician I,Gabriella Copeland,louis.punjabhi@bilearner.com,SVG,Full-Time,,Engineers,1977-05-05,MA,Engineer,Male,2109,Other,Married,2,13,2,1,3,3,3,48,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,2010,5.506849315068493
2756,Earnest,Hankard,2021-05-05,2025-10-06,Production Technician II,David Miller,earnest.hankard@bilearner.com,TNS,Part-Time,,Field Operations,1986-07-21,MA,Driller,Male,2155,White,Divorced,2,13,2,1,3,1,2,39,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1615,4.424657534246576
2759,Rick,Stoica,2018-08-26,2025-10-06,Production Technician I,Mrs. Megan Booker,rick.stoica@bilearner.com,PYZ,Full-Time,,Aerial,1989-05-04,MA,Lineman,Male,2301,White,Divorced,2,13,2,1,3,3,1,36,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,30s-40s,2,2598,7.117808219178082
2760,Adil,Sahoo,2020-12-06,2022-08-26,Production Technician II,Alexis Shaw,adil.sahoo@bilearner.com,BPC,Temporary,Keep position nature most anything eat blue.,Fielders,1969-07-20,MA,Engineer,Male,2062,Other,Single,2,13,2,5,3,1,1,56,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Voluntary,50s-60s,2,628,1.7205479452054795
2761,Barbara,Gaul,2021-12-13,2022-06-11,Production Technician I,Austin Klein,barbara.gaul@bilearner.com,EW,Temporary,Sport information for admit language mention.,Wireline Construction,1997-02-07,MA,Laborer,Female,2121,Asian,Married,4,13,2,4,3,2,3,28,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Resignation,25s-30s,2,180,0.4931506849315068
2763,Paula,Gross,2019-10-19,2025-10-06,Production Technician I,Katelyn Coleman,paula.gross@bilearner.com,NEL,Full-Time,,Field Operations,1991-05-18,MA,Construction Manager,Female,2176,Hispanic,Single,2,13,2,1,3,1,3,34,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,2179,5.96986301369863
2764,Francesco A,Barone,2022-11-26,2023-01-13,Production Technician I,Ronald Sims,francesco a.barone@bilearner.com,WBL,Full-Time,President clearly teach recently care.,Engineers,1993-03-24,MA,Engineer,Male,1810,Black,Single,2,13,2,3,3,1,3,32,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Involuntary,30s-40s,2,48,0.13150684931506848
2765,Rex,England,2019-08-19,2025-10-06,Production Technician I,Richard Long,rex.england@bilearner.com,PL,Full-Time,,Wireline Construction,1967-07-09,MA,Administrative,Male,2045,Black,Widowed,4,13,2,1,3,3,3,58,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,50s-60s,2,2240,6.136986301369863
